// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Sunny\Projects\benchmark-dotnet\sealed-keyword\bin\Release\net5.0\0faac3b3-d010-4cd2-9001-f08a59a575f3
// command took 1.54s and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Sunny\Projects\benchmark-dotnet\sealed-keyword\bin\Release\net5.0\0faac3b3-d010-4cd2-9001-f08a59a575f3
// command took 3.2s and exited with 0
// ***** Done, took 00:00:04 (4.85 sec)   *****
// Found 4 benchmarks:
//   BenchmarkLINQPerformance.SingleOrDefault: DefaultJob
//   BenchmarkLINQPerformance.FirstOrDefault: DefaultJob
//   BenchmarkLINQPerformance.First: DefaultJob
//   BenchmarkLINQPerformance.Single: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadWarmup   8: 1048576 op, 505022600.00 ns, 481.6271 ns/op
WorkloadWarmup   9: 1048576 op, 506537800.00 ns, 483.0721 ns/op
WorkloadWarmup  10: 1048576 op, 503335300.00 ns, 480.0179 ns/op

// BeforeActualRun
WorkloadActual   1: 1048576 op, 514074500.00 ns, 490.2596 ns/op
WorkloadActual   2: 1048576 op, 504796100.00 ns, 481.4111 ns/op
WorkloadActual   3: 1048576 op, 505856400.00 ns, 482.4223 ns/op
WorkloadActual   4: 1048576 op, 507653900.00 ns, 484.1365 ns/op
WorkloadActual   5: 1048576 op, 506531800.00 ns, 483.0664 ns/op
WorkloadActual   6: 1048576 op, 505976800.00 ns, 482.5371 ns/op
WorkloadActual   7: 1048576 op, 506582400.00 ns, 483.1146 ns/op
WorkloadActual   8: 1048576 op, 506921200.00 ns, 483.4377 ns/op
WorkloadActual   9: 1048576 op, 504991400.00 ns, 481.5973 ns/op
WorkloadActual  10: 1048576 op, 503391300.00 ns, 480.0714 ns/op
WorkloadActual  11: 1048576 op, 505029200.00 ns, 481.6334 ns/op
WorkloadActual  12: 1048576 op, 504099400.00 ns, 480.7467 ns/op
WorkloadActual  13: 1048576 op, 510446500.00 ns, 486.7997 ns/op
WorkloadActual  14: 1048576 op, 508184300.00 ns, 484.6423 ns/op
WorkloadActual  15: 1048576 op, 507124000.00 ns, 483.6311 ns/op

// AfterActualRun
WorkloadResult   1: 1048576 op, 498604000.00 ns, 475.5058 ns/op
WorkloadResult   2: 1048576 op, 499664300.00 ns, 476.5170 ns/op
WorkloadResult   3: 1048576 op, 501461800.00 ns, 478.2312 ns/op
WorkloadResult   4: 1048576 op, 500339700.00 ns, 477.1611 ns/op
WorkloadResult   5: 1048576 op, 499784700.00 ns, 476.6318 ns/op
WorkloadResult   6: 1048576 op, 500390300.00 ns, 477.2094 ns/op
WorkloadResult   7: 1048576 op, 500729100.00 ns, 477.5325 ns/op
WorkloadResult   8: 1048576 op, 498799300.00 ns, 475.6921 ns/op
WorkloadResult   9: 1048576 op, 497199200.00 ns, 474.1661 ns/op
WorkloadResult  10: 1048576 op, 498837100.00 ns, 475.7281 ns/op
WorkloadResult  11: 1048576 op, 497907300.00 ns, 474.8414 ns/op
WorkloadResult  12: 1048576 op, 504254400.00 ns, 480.8945 ns/op
WorkloadResult  13: 1048576 op, 501992200.00 ns, 478.7371 ns/op
WorkloadResult  14: 1048576 op, 500931900.00 ns, 477.7259 ns/op
GC:  26 0 0 41943040 1048576
Threading:  2 0 1048576

// AfterAll
// Benchmark Process 15948 has exited with code 0.

Mean = 476.898 ns, StdErr = 0.463 ns (0.10%), N = 14, StdDev = 1.733 ns
Min = 474.166 ns, Q1 = 475.701 ns, Median = 476.896 ns, Q3 = 477.678 ns, Max = 480.894 ns
IQR = 1.976 ns, LowerFence = 472.736 ns, UpperFence = 480.642 ns
ConfidenceInterval = [474.943 ns; 478.853 ns] (CI 99.9%), Margin = 1.955 ns (0.41% of Mean)
Skewness = 0.52, Kurtosis = 2.78, MValue = 2

// ** Remained 3 (75.0%) benchmark(s) to run. Estimated finish 2023-05-29 21:45 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: BenchmarkLINQPerformance.FirstOrDefault: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 0faac3b3-d010-4cd2-9001-f08a59a575f3.dll --benchmarkName BenchmarkLINQPerformance.FirstOrDefault --job Default --benchmarkId 1 in C:\Sunny\Projects\benchmark-dotnet\sealed-keyword\bin\Release\net5.0\0faac3b3-d010-4cd2-9001-f08a59a575f3\bin\Release\net5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 5.0.5 (5.0.521.16609), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 330100.00 ns, 330.1000 us/op
WorkloadJitting  1: 1 op, 839300.00 ns, 839.3000 us/op

OverheadJitting  2: 16 op, 742100.00 ns, 46.3813 us/op
WorkloadJitting  2: 16 op, 996400.00 ns, 62.2750 us/op

WorkloadPilot    1: 16 op, 14800.00 ns, 925.0000 ns/op
WorkloadPilot    2: 32 op, 20200.00 ns, 631.2500 ns/op
WorkloadPilot    3: 64 op, 34000.00 ns, 531.2500 ns/op
WorkloadPilot    4: 128 op, 61200.00 ns, 478.1250 ns/op
WorkloadPilot    5: 256 op, 130500.00 ns, 509.7656 ns/op
WorkloadPilot    6: 512 op, 228200.00 ns, 445.7031 ns/op
WorkloadPilot    7: 1024 op, 483500.00 ns, 472.1680 ns/op
WorkloadPilot    8: 2048 op, 907500.00 ns, 443.1152 ns/op
WorkloadPilot    9: 4096 op, 2112800.00 ns, 515.8203 ns/op
WorkloadPilot   10: 8192 op, 4360400.00 ns, 532.2754 ns/op
WorkloadPilot   11: 16384 op, 5943700.00 ns, 362.7747 ns/op
WorkloadPilot   12: 32768 op, 12428300.00 ns, 379.2816 ns/op
WorkloadPilot   13: 65536 op, 22595800.00 ns, 344.7845 ns/op
WorkloadPilot   14: 131072 op, 44542300.00 ns, 339.8308 ns/op
WorkloadPilot   15: 262144 op, 87564400.00 ns, 334.0317 ns/op
WorkloadPilot   16: 524288 op, 138643000.00 ns, 264.4405 ns/op
WorkloadPilot   17: 1048576 op, 266944100.00 ns, 254.5777 ns/op
WorkloadPilot   18: 2097152 op, 535252800.00 ns, 255.2284 ns/op

OverheadWarmup   1: 2097152 op, 10758400.00 ns, 5.1300 ns/op
OverheadWarmup   2: 2097152 op, 11309800.00 ns, 5.3929 ns/op
OverheadWarmup   3: 2097152 op, 11314700.00 ns, 5.3953 ns/op
OverheadWarmup   4: 2097152 op, 11336000.00 ns, 5.4054 ns/op
OverheadWarmup   5: 2097152 op, 12083000.00 ns, 5.7616 ns/op
OverheadWarmup   6: 2097152 op, 11797200.00 ns, 5.6253 ns/op
OverheadWarmup   7: 2097152 op, 10849300.00 ns, 5.1733 ns/op
OverheadWarmup   8: 2097152 op, 11044300.00 ns, 5.2663 ns/op
OverheadWarmup   9: 2097152 op, 11096900.00 ns, 5.2914 ns/op
OverheadWarmup  10: 2097152 op, 11543200.00 ns, 5.5042 ns/op

OverheadActual   1: 2097152 op, 11016100.00 ns, 5.2529 ns/op
OverheadActual   2: 2097152 op, 11047000.00 ns, 5.2676 ns/op
OverheadActual   3: 2097152 op, 11207300.00 ns, 5.3441 ns/op
OverheadActual   4: 2097152 op, 11196000.00 ns, 5.3387 ns/op
OverheadActual   5: 2097152 op, 11272300.00 ns, 5.3751 ns/op
OverheadActual   6: 2097152 op, 11291500.00 ns, 5.3842 ns/op
OverheadActual   7: 2097152 op, 11746700.00 ns, 5.6013 ns/op
OverheadActual   8: 2097152 op, 11225000.00 ns, 5.3525 ns/op
OverheadActual   9: 2097152 op, 11034000.00 ns, 5.2614 ns/op
OverheadActual  10: 2097152 op, 11066800.00 ns, 5.2771 ns/op
OverheadActual  11: 2097152 op, 11709100.00 ns, 5.5833 ns/op
OverheadActual  12: 2097152 op, 11040800.00 ns, 5.2647 ns/op
OverheadActual  13: 2097152 op, 10907500.00 ns, 5.2011 ns/op
OverheadActual  14: 2097152 op, 12087800.00 ns, 5.7639 ns/op
OverheadActual  15: 2097152 op, 11416000.00 ns, 5.4436 ns/op

WorkloadWarmup   1: 2097152 op, 536503800.00 ns, 255.8249 ns/op
WorkloadWarmup   2: 2097152 op, 576965100.00 ns, 275.1184 ns/op
WorkloadWarmup   3: 2097152 op, 562650700.00 ns, 268.2928 ns/op
WorkloadWarmup   4: 2097152 op, 700720800.00 ns, 334.1297 ns/op
WorkloadWarmup   5: 2097152 op, 584224000.00 ns, 278.5797 ns/op
WorkloadWarmup   6: 2097152 op, 580760600.00 ns, 276.9282 ns/op

// BeforeActualRun
WorkloadActual   1: 2097152 op, 559032000.00 ns, 266.5672 ns/op
WorkloadActual   2: 2097152 op, 543812500.00 ns, 259.3100 ns/op
WorkloadActual   3: 2097152 op, 534830000.00 ns, 255.0268 ns/op
WorkloadActual   4: 2097152 op, 531884700.00 ns, 253.6224 ns/op
WorkloadActual   5: 2097152 op, 531627100.00 ns, 253.4996 ns/op
WorkloadActual   6: 2097152 op, 537307000.00 ns, 256.2079 ns/op
WorkloadActual   7: 2097152 op, 535430700.00 ns, 255.3133 ns/op
WorkloadActual   8: 2097152 op, 538733200.00 ns, 256.8880 ns/op
WorkloadActual   9: 2097152 op, 589671300.00 ns, 281.1772 ns/op
WorkloadActual  10: 2097152 op, 634948600.00 ns, 302.7671 ns/op
WorkloadActual  11: 2097152 op, 558076600.00 ns, 266.1117 ns/op
WorkloadActual  12: 2097152 op, 544388900.00 ns, 259.5849 ns/op
WorkloadActual  13: 2097152 op, 573903100.00 ns, 273.6583 ns/op
WorkloadActual  14: 2097152 op, 553671700.00 ns, 264.0112 ns/op
WorkloadActual  15: 2097152 op, 611464300.00 ns, 291.5689 ns/op
WorkloadActual  16: 2097152 op, 565998600.00 ns, 269.8892 ns/op
WorkloadActual  17: 2097152 op, 543414400.00 ns, 259.1202 ns/op
WorkloadActual  18: 2097152 op, 544113100.00 ns, 259.4533 ns/op
WorkloadActual  19: 2097152 op, 536574900.00 ns, 255.8589 ns/op
WorkloadActual  20: 2097152 op, 535100600.00 ns, 255.1558 ns/op
WorkloadActual  21: 2097152 op, 531966800.00 ns, 253.6615 ns/op
WorkloadActual  22: 2097152 op, 538573300.00 ns, 256.8118 ns/op
WorkloadActual  23: 2097152 op, 531811800.00 ns, 253.5876 ns/op
WorkloadActual  24: 2097152 op, 533717700.00 ns, 254.4964 ns/op
WorkloadActual  25: 2097152 op, 535664200.00 ns, 255.4246 ns/op
WorkloadActual  26: 2097152 op, 534955400.00 ns, 255.0866 ns/op
WorkloadActual  27: 2097152 op, 539951400.00 ns, 257.4689 ns/op

// AfterActualRun
WorkloadResult   1: 2097152 op, 547824700.00 ns, 261.2232 ns/op
WorkloadResult   2: 2097152 op, 532605200.00 ns, 253.9660 ns/op
WorkloadResult   3: 2097152 op, 523622700.00 ns, 249.6828 ns/op
WorkloadResult   4: 2097152 op, 520677400.00 ns, 248.2783 ns/op
WorkloadResult   5: 2097152 op, 520419800.00 ns, 248.1555 ns/op
WorkloadResult   6: 2097152 op, 526099700.00 ns, 250.8639 ns/op
WorkloadResult   7: 2097152 op, 524223400.00 ns, 249.9692 ns/op
WorkloadResult   8: 2097152 op, 527525900.00 ns, 251.5440 ns/op
WorkloadResult   9: 2097152 op, 546869300.00 ns, 260.7676 ns/op
WorkloadResult  10: 2097152 op, 533181600.00 ns, 254.2408 ns/op
WorkloadResult  11: 2097152 op, 562695800.00 ns, 268.3143 ns/op
WorkloadResult  12: 2097152 op, 542464400.00 ns, 258.6672 ns/op
WorkloadResult  13: 2097152 op, 554791300.00 ns, 264.5451 ns/op
WorkloadResult  14: 2097152 op, 532207100.00 ns, 253.7761 ns/op
WorkloadResult  15: 2097152 op, 532905800.00 ns, 254.1093 ns/op
WorkloadResult  16: 2097152 op, 525367600.00 ns, 250.5148 ns/op
WorkloadResult  17: 2097152 op, 523893300.00 ns, 249.8118 ns/op
WorkloadResult  18: 2097152 op, 520759500.00 ns, 248.3175 ns/op
WorkloadResult  19: 2097152 op, 527366000.00 ns, 251.4677 ns/op
WorkloadResult  20: 2097152 op, 520604500.00 ns, 248.2436 ns/op
WorkloadResult  21: 2097152 op, 522510400.00 ns, 249.1524 ns/op
WorkloadResult  22: 2097152 op, 524456900.00 ns, 250.0805 ns/op
WorkloadResult  23: 2097152 op, 523748100.00 ns, 249.7426 ns/op
WorkloadResult  24: 2097152 op, 528744100.00 ns, 252.1248 ns/op
GC:  53 0 0 83886080 2097152
Threading:  2 0 2097152

// AfterAll
// Benchmark Process 1320 has exited with code 0.

Mean = 253.232 ns, StdErr = 1.127 ns (0.45%), N = 24, StdDev = 5.523 ns
Min = 248.155 ns, Q1 = 249.728 ns, Median = 251.166 ns, Q3 = 254.142 ns, Max = 268.314 ns
IQR = 4.415 ns, LowerFence = 243.106 ns, UpperFence = 260.764 ns
ConfidenceInterval = [248.984 ns; 257.479 ns] (CI 99.9%), Margin = 4.247 ns (1.68% of Mean)
Skewness = 1.28, Kurtosis = 3.58, MValue = 2

// ** Remained 2 (50.0%) benchmark(s) to run. Estimated finish 2023-05-29 21:46 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: BenchmarkLINQPerformance.First: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 0faac3b3-d010-4cd2-9001-f08a59a575f3.dll --benchmarkName BenchmarkLINQPerformance.First --job Default --benchmarkId 2 in C:\Sunny\Projects\benchmark-dotnet\sealed-keyword\bin\Release\net5.0\0faac3b3-d010-4cd2-9001-f08a59a575f3\bin\Release\net5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 5.0.5 (5.0.521.16609), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 348800.00 ns, 348.8000 us/op
WorkloadJitting  1: 1 op, 698900.00 ns, 698.9000 us/op

OverheadJitting  2: 16 op, 724300.00 ns, 45.2687 us/op
WorkloadJitting  2: 16 op, 1446000.00 ns, 90.3750 us/op

WorkloadPilot    1: 16 op, 10300.00 ns, 643.7500 ns/op
WorkloadPilot    2: 32 op, 20000.00 ns, 625.0000 ns/op
WorkloadPilot    3: 64 op, 34900.00 ns, 545.3125 ns/op
WorkloadPilot    4: 128 op, 62900.00 ns, 491.4062 ns/op
WorkloadPilot    5: 256 op, 118400.00 ns, 462.5000 ns/op
WorkloadPilot    6: 512 op, 237200.00 ns, 463.2812 ns/op
WorkloadPilot    7: 1024 op, 484200.00 ns, 472.8516 ns/op
WorkloadPilot    8: 2048 op, 830600.00 ns, 405.5664 ns/op
WorkloadPilot    9: 4096 op, 1524000.00 ns, 372.0703 ns/op
WorkloadPilot   10: 8192 op, 3844500.00 ns, 469.2993 ns/op
WorkloadPilot   11: 16384 op, 5632400.00 ns, 343.7744 ns/op
WorkloadPilot   12: 32768 op, 12210300.00 ns, 372.6288 ns/op
WorkloadPilot   13: 65536 op, 22656200.00 ns, 345.7062 ns/op
WorkloadPilot   14: 131072 op, 65138900.00 ns, 496.9704 ns/op
WorkloadPilot   15: 262144 op, 97485200.00 ns, 371.8765 ns/op
WorkloadPilot   16: 524288 op, 138027100.00 ns, 263.2658 ns/op
WorkloadPilot   17: 1048576 op, 275077900.00 ns, 262.3347 ns/op
WorkloadPilot   18: 2097152 op, 548850700.00 ns, 261.7124 ns/op

OverheadWarmup   1: 2097152 op, 11538400.00 ns, 5.5019 ns/op
OverheadWarmup   2: 2097152 op, 11135800.00 ns, 5.3100 ns/op
OverheadWarmup   3: 2097152 op, 10316200.00 ns, 4.9191 ns/op
OverheadWarmup   4: 2097152 op, 10958200.00 ns, 5.2253 ns/op
OverheadWarmup   5: 2097152 op, 10794000.00 ns, 5.1470 ns/op
OverheadWarmup   6: 2097152 op, 10384100.00 ns, 4.9515 ns/op
OverheadWarmup   7: 2097152 op, 11196400.00 ns, 5.3389 ns/op
OverheadWarmup   8: 2097152 op, 11168200.00 ns, 5.3254 ns/op

OverheadActual   1: 2097152 op, 10706600.00 ns, 5.1053 ns/op
OverheadActual   2: 2097152 op, 10584100.00 ns, 5.0469 ns/op
OverheadActual   3: 2097152 op, 10387300.00 ns, 4.9531 ns/op
OverheadActual   4: 2097152 op, 11799500.00 ns, 5.6264 ns/op
OverheadActual   5: 2097152 op, 10357300.00 ns, 4.9387 ns/op
OverheadActual   6: 2097152 op, 10723700.00 ns, 5.1135 ns/op
OverheadActual   7: 2097152 op, 10968800.00 ns, 5.2303 ns/op
OverheadActual   8: 2097152 op, 10455900.00 ns, 4.9858 ns/op
OverheadActual   9: 2097152 op, 10827100.00 ns, 5.1628 ns/op
OverheadActual  10: 2097152 op, 11119100.00 ns, 5.3020 ns/op
OverheadActual  11: 2097152 op, 10416000.00 ns, 4.9667 ns/op
OverheadActual  12: 2097152 op, 10800400.00 ns, 5.1500 ns/op
OverheadActual  13: 2097152 op, 10695400.00 ns, 5.1000 ns/op
OverheadActual  14: 2097152 op, 10740900.00 ns, 5.1217 ns/op
OverheadActual  15: 2097152 op, 12318900.00 ns, 5.8741 ns/op

WorkloadWarmup   1: 2097152 op, 547542500.00 ns, 261.0886 ns/op
WorkloadWarmup   2: 2097152 op, 549905000.00 ns, 262.2151 ns/op
WorkloadWarmup   3: 2097152 op, 551743700.00 ns, 263.0919 ns/op
WorkloadWarmup   4: 2097152 op, 557974200.00 ns, 266.0628 ns/op
WorkloadWarmup   5: 2097152 op, 561223400.00 ns, 267.6122 ns/op
WorkloadWarmup   6: 2097152 op, 548904900.00 ns, 261.7383 ns/op
WorkloadWarmup   7: 2097152 op, 550246800.00 ns, 262.3781 ns/op
WorkloadWarmup   8: 2097152 op, 546698800.00 ns, 260.6863 ns/op

// BeforeActualRun
WorkloadActual   1: 2097152 op, 550535200.00 ns, 262.5156 ns/op
WorkloadActual   2: 2097152 op, 549014200.00 ns, 261.7904 ns/op
WorkloadActual   3: 2097152 op, 549564900.00 ns, 262.0530 ns/op
WorkloadActual   4: 2097152 op, 550515300.00 ns, 262.5062 ns/op
WorkloadActual   5: 2097152 op, 547774300.00 ns, 261.1991 ns/op
WorkloadActual   6: 2097152 op, 549013100.00 ns, 261.7898 ns/op
WorkloadActual   7: 2097152 op, 547374500.00 ns, 261.0085 ns/op
WorkloadActual   8: 2097152 op, 549636800.00 ns, 262.0872 ns/op
WorkloadActual   9: 2097152 op, 547860200.00 ns, 261.2401 ns/op
WorkloadActual  10: 2097152 op, 554645300.00 ns, 264.4755 ns/op
WorkloadActual  11: 2097152 op, 551041500.00 ns, 262.7571 ns/op
WorkloadActual  12: 2097152 op, 550915700.00 ns, 262.6971 ns/op
WorkloadActual  13: 2097152 op, 592676000.00 ns, 282.6099 ns/op
WorkloadActual  14: 2097152 op, 635058300.00 ns, 302.8194 ns/op
WorkloadActual  15: 2097152 op, 580232400.00 ns, 276.6764 ns/op

// AfterActualRun
WorkloadResult   1: 2097152 op, 539811500.00 ns, 257.4022 ns/op
WorkloadResult   2: 2097152 op, 538290500.00 ns, 256.6769 ns/op
WorkloadResult   3: 2097152 op, 538841200.00 ns, 256.9395 ns/op
WorkloadResult   4: 2097152 op, 539791600.00 ns, 257.3927 ns/op
WorkloadResult   5: 2097152 op, 537050600.00 ns, 256.0857 ns/op
WorkloadResult   6: 2097152 op, 538289400.00 ns, 256.6764 ns/op
WorkloadResult   7: 2097152 op, 536650800.00 ns, 255.8950 ns/op
WorkloadResult   8: 2097152 op, 538913100.00 ns, 256.9738 ns/op
WorkloadResult   9: 2097152 op, 537136500.00 ns, 256.1266 ns/op
WorkloadResult  10: 2097152 op, 543921600.00 ns, 259.3620 ns/op
WorkloadResult  11: 2097152 op, 540317800.00 ns, 257.6436 ns/op
WorkloadResult  12: 2097152 op, 540192000.00 ns, 257.5836 ns/op
GC:  53 0 0 83886080 2097152
Threading:  2 0 2097152

// AfterAll
// Benchmark Process 7560 has exited with code 0.

Mean = 257.063 ns, StdErr = 0.270 ns (0.11%), N = 12, StdDev = 0.936 ns
Min = 255.895 ns, Q1 = 256.539 ns, Median = 256.957 ns, Q3 = 257.448 ns, Max = 259.362 ns
IQR = 0.909 ns, LowerFence = 255.176 ns, UpperFence = 258.810 ns
ConfidenceInterval = [255.864 ns; 258.262 ns] (CI 99.9%), Margin = 1.199 ns (0.47% of Mean)
Skewness = 0.92, Kurtosis = 3.45, MValue = 2

// ** Remained 1 (25.0%) benchmark(s) to run. Estimated finish 2023-05-29 21:46 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: BenchmarkLINQPerformance.Single: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 0faac3b3-d010-4cd2-9001-f08a59a575f3.dll --benchmarkName BenchmarkLINQPerformance.Single --job Default --benchmarkId 3 in C:\Sunny\Projects\benchmark-dotnet\sealed-keyword\bin\Release\net5.0\0faac3b3-d010-4cd2-9001-f08a59a575f3\bin\Release\net5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
